id,model_name,Metric,Score
8,granite3.3:2b,correctness,0.0
17,granite3.3:2b,response_time,0.7710133336839222
7,granite3.3:2b,response_time,0.7575140056155977
5,granite3.3:2b,correctness,0.0
16,granite3.3:2b,response_time,0.7604363702592396
5,granite3.3:2b,style,1.0
18,granite3.3:2b,style,1.0
6,granite3.3:2b,style,1.0
10,granite3.3:2b,correctness,0.0
16,granite3.3:2b,correctness,0.0
12,granite3.3:2b,correctness,0.0
13,granite3.3:2b,correctness,0.0
16,granite3.3:2b,style,1.0
7,granite3.3:2b,style,0.6666666666666666
1,granite3.3:2b,correctness,0.5
8,granite3.3:2b,style,1.0
9,granite3.3:2b,style,1.0
7,granite3.3:2b,correctness,1.0
14,granite3.3:2b,correctness,0.0
11,granite3.3:2b,correctness,0.0
15,granite3.3:2b,correctness,0.0
3,llama3.1:8b,correctness,0.6666666666666666
12,llama3.1:8b,correctness,1.0
5,llama3.1:8b,style,0.5
7,llama3.1:8b,response_time,0.7904057162148611
8,llama3.1:8b,response_time,0.8189131305331276
8,llama3.1:8b,style,0.5
7,llama3.1:8b,correctness,0.6666666666666666
6,llama3.1:8b,response_time,0.8122551157360985
17,llama3.1:8b,response_time,0.7849371546790712
14,llama3.1:8b,style,0.5
8,llama3.1:8b,correctness,1.0
1,llama3.1:8b,correctness,0.5
9,llama3.1:8b,response_time,0.8266150270189557
16,llama3.1:8b,response_time,0.8220930610384259
11,llama3.1:8b,correctness,0.5
10,llama3.1:8b,response_time,0.7880802778970627
13,llama3.1:8b,style,0.5
15,llama3.1:8b,response_time,0.7883471591132029
9,llama3.1:8b,style,0.5
11,llama3.1:8b,response_time,0.7984432492937361
4,llama3.1:8b,correctness,1.0
11,llama3.1:8b,style,0.5
12,llama3.1:8b,response_time,0.8153414101827713
14,llama3.1:8b,response_time,0.8129935151054745
10,llama3.1:8b,correctness,0.3333333333333333
17,llama3.1:8b,style,0.8333333333333334
18,llama3.1:8b,response_time,0.8346435115450905
13,llama3.1:8b,correctness,0.16666666666666666
5,llama3.1:8b,response_time,0.8018955787022909
2,llama3.1:8b,response_time,0.8433935131345477
13,llama3.1:8b,response_time,0.7926600774129232
10,llama3.1:8b,style,0.5
3,llama3.1:8b,style,0.5
1,llama3.1:8b,response_time,0.7602225315003168
15,llama3.1:8b,correctness,0.5
6,llama3.1:8b,style,0.5
12,llama3.1:8b,style,0.5
18,llama3.1:8b,correctness,0.6666666666666666
6,llama3.1:8b,correctness,0.0
4,llama3.1:8b,style,0.5
17,llama3.1:8b,correctness,0.0
9,llama3.1:8b,correctness,0.5
16,llama3.1:8b,correctness,0.8333333333333334
2,llama3.1:8b,correctness,0.8333333333333334
15,llama3.1:8b,style,0.5
16,llama3.1:8b,style,0.5
1,llama3.1:8b,style,0.6666666666666666
7,llama3.1:8b,style,0.5
3,llama3.1:8b,response_time,0.8142343646004088
2,llama3.1:8b,style,0.5
14,llama3.1:8b,correctness,0.6666666666666666
5,llama3.1:8b,correctness,0.8333333333333334
18,llama3.1:8b,style,0.5
4,llama3.1:8b,response_time,0.8012643655141195
7,llama3.2:3b,style,0.5
10,llama3.2:3b,style,0.5
5,llama3.2:3b,style,0.5
14,llama3.2:3b,response_time,0.9048319657643636
4,llama3.2:3b,style,0.5
18,llama3.2:3b,style,0.5
13,llama3.2:3b,style,0.8333333333333334
9,llama3.2:3b,style,0.5
16,llama3.2:3b,response_time,0.9420672882170904
17,llama3.2:3b,response_time,0.9000810838880993
11,llama3.2:3b,style,0.5
15,llama3.2:3b,response_time,0.9033111333847046
1,llama3.2:3b,style,0.5
3,llama3.2:3b,style,0.6666666666666666
3,llama3.2:3b,correctness,0.16666666666666666
18,llama3.2:3b,response_time,0.9387470086415609
6,llama3.2:3b,style,0.5
2,llama3.2:3b,correctness,0.5
8,llama3.2:3b,style,0.5
2,llama3.2:3b,style,0.5
1,llama3.2:3b,correctness,0.5
12,llama3.2:3b,style,0.5
8,llama3.2:3b,correctness,1.0
17,llama3.2:3b,correctness,0.0
16,llama3.2:3b,style,0.5
4,llama3.2:3b,response_time,0.9352670964740571
3,llama3.2:3b,response_time,0.8994452158610026
5,llama3.2:3b,correctness,0.5
13,llama3.2:3b,correctness,0.0
15,llama3.2:3b,correctness,0.3333333333333333
5,llama3.2:3b,response_time,0.9370100441433135
6,llama3.2:3b,correctness,0.0
6,llama3.2:3b,response_time,0.9269969293049404
12,llama3.2:3b,correctness,0.8333333333333334
7,llama3.2:3b,correctness,0.5
7,llama3.2:3b,response_time,0.9141018163590204
2,llama3.2:3b,response_time,0.93912406762441
14,llama3.2:3b,style,0.8333333333333334
15,llama3.2:3b,style,0.5
8,llama3.2:3b,response_time,0.9119483118965513
9,llama3.2:3b,response_time,0.91609749907539
13,llama3.2:3b,response_time,0.9045106059028988
18,llama3.2:3b,correctness,0.6666666666666666
12,llama3.2:3b,response_time,0.9061625912075951
9,llama3.2:3b,correctness,0.6666666666666666
10,llama3.2:3b,correctness,0.16666666666666666
11,llama3.2:3b,correctness,0.5
4,llama3.2:3b,correctness,0.3333333333333333
11,llama3.2:3b,response_time,0.8864235026495798
16,llama3.2:3b,correctness,0.6666666666666666
1,llama3.2:3b,response_time,0.7452709277470907
10,llama3.2:3b,response_time,0.8806258269718715
17,llama3.2:3b,style,1.0
14,llama3.2:3b,correctness,0.8333333333333334
15,qwen3:1.7b,correctness,0.3333333333333333
16,qwen3:1.7b,correctness,0.3333333333333333
6,qwen3:1.7b,correctness,0.0
5,qwen3:1.7b,style,0.6666666666666666
14,qwen3:1.7b,correctness,0.3333333333333333
17,qwen3:1.7b,style,0.6666666666666666
13,qwen3:1.7b,style,0.6666666666666666
1,qwen3:1.7b,correctness,0.3333333333333333
13,qwen3:1.7b,correctness,0.16666666666666666
7,qwen3:1.7b,style,0.8333333333333334
11,qwen3:1.7b,style,0.8333333333333334
12,qwen3:1.7b,correctness,0.6666666666666666
8,qwen3:1.7b,style,1.0
11,qwen3:1.7b,correctness,0.0
7,qwen3:1.7b,correctness,0.0
9,qwen3:1.7b,style,0.8333333333333334
10,qwen3:1.7b,correctness,0.0
9,qwen3:1.7b,correctness,0.0
8,qwen3:1.7b,correctness,0.0
10,qwen3:1.7b,style,0.6666666666666666
6,qwen3:1.7b,style,0.6666666666666666
16,qwen3:1.7b,style,0.8333333333333334
1,qwen3:1.7b,response_time,0.5591281822749546
17,qwen3:1.7b,correctness,0.8333333333333334
6,qwen3:1.7b,response_time,0.8526683591661
17,qwen3:1.7b,response_time,0.8030723787489391
14,qwen3:1.7b,style,1.0
7,qwen3:1.7b,response_time,0.8804515373139155
16,qwen3:1.7b,response_time,0.9351258561724708
8,qwen3:1.7b,response_time,0.8517016569773356
4,qwen3:1.7b,style,1.0
18,qwen3:1.7b,style,1.0
15,qwen3:1.7b,response_time,0.8777632315953573
10,qwen3:1.7b,response_time,0.8712765035175142
3,qwen3:1.7b,correctness,0.3333333333333333
11,qwen3:1.7b,response_time,0.7036030406043642
14,qwen3:1.7b,response_time,0.8124990576789491
12,qwen3:1.7b,response_time,0.7664138135455903
4,qwen3:1.7b,correctness,0.0
18,qwen3:1.7b,response_time,0.8901864801134381
5,qwen3:1.7b,response_time,0.81429770446959
4,qwen3:1.7b,response_time,0.8584972733543031
18,qwen3:1.7b,correctness,0.5
15,qwen3:1.7b,style,0.8333333333333334
3,qwen3:1.7b,style,1.0
13,qwen3:1.7b,response_time,0.8253209704444523
2,qwen3:1.7b,response_time,0.619931902204241
2,qwen3:1.7b,style,1.0
3,qwen3:1.7b,response_time,0.6902762935275124
9,qwen3:1.7b,response_time,0.8630351339067731
12,qwen3:1.7b,style,0.6666666666666666
1,qwen3:1.7b,style,0.5
5,qwen3:1.7b,correctness,0.0
2,qwen3:1.7b,correctness,1.0
12,qwen3:8b,style,0.8333333333333334
16,qwen3:8b,style,0.8333333333333334
11,qwen3:8b,style,0.8333333333333334
14,qwen3:8b,style,1.0
15,qwen3:8b,style,0.8333333333333334
13,qwen3:8b,style,0.8333333333333334
17,qwen3:8b,style,0.8333333333333334
9,qwen3:8b,response_time,0.5664780310222081
9,qwen3:8b,style,1.0
1,qwen3:8b,response_time,0.28244060561770484
18,qwen3:8b,correctness,0.0
17,qwen3:8b,correctness,0.3333333333333333
16,qwen3:8b,correctness,0.6666666666666666
15,qwen3:8b,correctness,1.0
14,qwen3:8b,correctness,1.0
13,qwen3:8b,correctness,0.8333333333333334
12,qwen3:8b,correctness,1.0
11,qwen3:8b,correctness,1.0
10,qwen3:8b,correctness,0.3333333333333333
9,qwen3:8b,correctness,0.5
8,qwen3:8b,correctness,1.0
7,qwen3:8b,correctness,1.0
6,qwen3:8b,correctness,0.0
5,qwen3:8b,correctness,0.0
4,qwen3:8b,correctness,0.0
3,qwen3:8b,correctness,0.5
2,qwen3:8b,correctness,0.3333333333333333
1,qwen3:8b,correctness,0.5
2,qwen3:8b,response_time,0.5318637745720999
3,qwen3:8b,response_time,0.594254664012364
4,qwen3:8b,response_time,0.5092175120399112
5,qwen3:8b,response_time,0.5020890065601894
8,qwen3:8b,style,1.0
7,qwen3:8b,style,0.8333333333333334
6,qwen3:8b,style,1.0
5,qwen3:8b,style,1.0
4,qwen3:8b,style,1.0
3,qwen3:8b,style,0.8333333333333334
2,qwen3:8b,style,0.6666666666666666
1,qwen3:8b,style,0.6666666666666666
18,qwen3:8b,response_time,0.815137709890093
10,qwen3:8b,style,1.0
17,qwen3:8b,response_time,0.26292749245961505
15,qwen3:8b,response_time,0.3888124397822789
14,qwen3:8b,response_time,0.4751501140140351
13,qwen3:8b,response_time,0.29571176142919625
12,qwen3:8b,response_time,0.3309736024765741
11,qwen3:8b,response_time,0.0
10,qwen3:8b,response_time,0.41071490446726483
8,qwen3:8b,response_time,0.47240994657788954
7,qwen3:8b,response_time,0.3519619192395891
6,qwen3:8b,response_time,0.5310484965642294
16,qwen3:8b,response_time,0.3488530488241286
18,qwen3:8b,style,0.5
